label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.6105801463127136,0.6467363834381104,-3.6833441185990523e-07,0.5618568658828735,0.6334998607635498,-0.010657066479325294,0.5211039781570435,0.5836721062660217,-0.012926028110086918,0.5036770701408386,0.5325417518615723,-0.016628092154860497,0.5024353265762329,0.4890873432159424,-0.017266836017370224,0.5483829975128174,0.5170512795448303,0.010013485327363014,0.5279936790466309,0.4943583309650421,-0.008294379338622093,0.5324634313583374,0.5411255359649658,-0.01683647371828556,0.5429179072380066,0.56109619140625,-0.019089175388216972,0.5720788240432739,0.5130529999732971,0.007711881306022406,0.5492779016494751,0.4953194260597229,-0.010117688216269016,0.5522589087486267,0.549712598323822,-0.010604467242956161,0.5653378367424011,0.5617229342460632,-0.00514658959582448,0.597388505935669,0.5170544981956482,0.0005185087793506682,0.5750858187675476,0.4995483160018921,-0.019070010632276535,0.5754616856575012,0.5526002049446106,-0.00983940064907074,0.5873752236366272,0.5645999312400818,0.002678395714610815,0.6240918040275574,0.5254230499267578,-0.007954908534884453,0.5999681353569031,0.511776328086853,-0.018228581175208092,0.5970025658607483,0.5510817170143127,-0.009731006808578968,0.6070556044578552,0.5636354684829712,0.0005553493974730372
A,0.598960816860199,0.6117414832115173,-2.9914866672697826e-07,0.5430421233177185,0.5878251194953918,-0.008658197708427906,0.5026942491531372,0.5419243574142456,-0.012429767288267612,0.4832107424736023,0.49030929803848267,-0.018694892525672913,0.47928857803344727,0.44278186559677124,-0.021540410816669464,0.5204628109931946,0.4801124334335327,0.018062863498926163,0.4962058961391449,0.4599074423313141,-0.0033211158588528633,0.5075320601463318,0.5028005838394165,-0.014955354854464531,0.5206974148750305,0.5177883505821228,-0.018990160897374153,0.5412330627441406,0.4692089557647705,0.014379378408193588,0.5133974552154541,0.4466673731803894,-0.007801629602909088,0.5261778831481934,0.501596212387085,-0.011292016133666039,0.5420855283737183,0.5123971104621887,-0.006237225607037544,0.5666753053665161,0.4655666649341583,0.0054557472467422485,0.5387440919876099,0.4448021352291107,-0.017162878066301346,0.5504796504974365,0.5005506873130798,-0.007995870895683765,0.5655910968780518,0.511420488357544,0.005781035404652357,0.5963436365127563,0.4680805504322052,-0.004741379525512457,0.5686371922492981,0.4584527611732483,-0.017898045480251312,0.5745595097541809,0.4988771378993988,-0.01035770121961832,0.5884903073310852,0.5075592994689941,0.00035291272797621787
A,0.585955798625946,0.5938032269477844,-4.1130903127850615e-07,0.5327873826026917,0.5827374458312988,-0.010733391158282757,0.48961618542671204,0.5363380312919617,-0.014967212453484535,0.4696573317050934,0.48456552624702454,-0.021568216383457184,0.4661797285079956,0.4391961395740509,-0.024152060970664024,0.508836030960083,0.4660125970840454,0.012565653771162033,0.4848827123641968,0.4405892491340637,-0.011123078875243664,0.495525598526001,0.4920090436935425,-0.021812530234456062,0.5093363523483276,0.5094422698020935,-0.024818679317831993,0.5314910411834717,0.45866215229034424,0.008293502032756805,0.5048618912696838,0.43496692180633545,-0.01841789111495018,0.5162503719329834,0.4955805242061615,-0.02078760415315628,0.5334876775741577,0.5050455331802368,-0.0138099892064929,0.5569132566452026,0.4579809904098511,-0.0015293703181669116,0.5315453410148621,0.43727627396583557,-0.027837935835123062,0.5398187041282654,0.49593642354011536,-0.017276091501116753,0.5548844933509827,0.5041954517364502,-0.0017019851366057992,0.5852856636047363,0.46173200011253357,-0.012860164046287537,0.5606574416160583,0.4533595144748688,-0.02659766934812069,0.56309974193573,0.4955461919307709,-0.01830468885600567,0.5758303999900818,0.5021591186523438,-0.007162550464272499
A,0.5690415501594543,0.5841127038002014,-4.2854603066189156e-07,0.5186007618904114,0.5796586275100708,-0.010972526855766773,0.47347885370254517,0.5386762022972107,-0.015061753802001476,0.45043155550956726,0.48673728108406067,-0.021278053522109985,0.4451102018356323,0.43993791937828064,-0.02389552630484104,0.4847666323184967,0.4715794622898102,0.011984540149569511,0.4601462781429291,0.4430553615093231,-0.010736758820712566,0.4724893569946289,0.49085623025894165,-0.02058357745409012,0.4868399202823639,0.5087568163871765,-0.02315673418343067,0.5075008869171143,0.45961499214172363,0.008273270912468433,0.4790109097957611,0.4347180724143982,-0.017104433849453926,0.4932573735713959,0.4927622973918915,-0.019131066277623177,0.5109517574310303,0.5028181076049805,-0.012423468753695488,0.5336796045303345,0.45395568013191223,-0.0009290737798437476,0.5057647824287415,0.43262651562690735,-0.027545109391212463,0.5189206600189209,0.4904552102088928,-0.01758776232600212,0.5349379777908325,0.4999629557132721,-0.002491831546649337,0.5635144710540771,0.45219215750694275,-0.011421198025345802,0.5362218022346497,0.44489914178848267,-0.025979094207286835,0.5422770977020264,0.48812705278396606,-0.01827302947640419,0.5556138753890991,0.49614933133125305,-0.007730885408818722
A,0.5644185543060303,0.5670484304428101,-4.163109394994535e-07,0.5135006904602051,0.5649815797805786,-0.015331516973674297,0.4657825231552124,0.5238888263702393,-0.020987113937735558,0.44165435433387756,0.47196653485298157,-0.027975009754300117,0.4393993616104126,0.4220925569534302,-0.03074810467660427,0.47605136036872864,0.4535980820655823,0.011019558645784855,0.451224148273468,0.42972949147224426,-0.012776550836861134,0.4650798439979553,0.4781644940376282,-0.023179154843091965,0.4796082079410553,0.4929635524749756,-0.026073282584547997,0.4984421730041504,0.4407580494880676,0.009163419716060162,0.4703468680381775,0.41848599910736084,-0.0167902410030365,0.486296683549881,0.47914010286331177,-0.01826494000852108,0.5039332509040833,0.4876176714897156,-0.010656251572072506,0.5243092179298401,0.43564510345458984,0.0011352483415976167,0.4973668158054352,0.4143342077732086,-0.026680853217840195,0.5113564133644104,0.4761864244937897,-0.016045650467276573,0.528214693069458,0.4862009584903717,0.00030225131195038557,0.5542666912078857,0.4347011148929596,-0.008617035113275051,0.5287997126579285,0.4278024733066559,-0.02426932565867901,0.5348848700523376,0.47291937470436096,-0.016481900587677956,0.5478873252868652,0.4819706380367279,-0.005147225689142942
A,0.5645818114280701,0.5537947416305542,-4.254094108091522e-07,0.5131173133850098,0.5501757264137268,-0.011411216109991074,0.4673122763633728,0.5088998079299927,-0.01627335697412491,0.44346505403518677,0.45814573764801025,-0.02332633174955845,0.4387306272983551,0.4088539481163025,-0.0269690603017807,0.47780585289001465,0.4424279034137726,0.013274180702865124,0.4545595049858093,0.4142059087753296,-0.01017063856124878,0.46649155020713806,0.45903369784355164,-0.0216219425201416,0.48057305812835693,0.4781613051891327,-0.02497732825577259,0.4992485046386719,0.42927780747413635,0.009646517224609852,0.4732764959335327,0.40194016695022583,-0.015578800812363625,0.4870956242084503,0.4599020779132843,-0.019275492057204247,0.5031977891921997,0.47404149174690247,-0.013404177501797676,0.5247396230697632,0.42277657985687256,0.0005916587542742491,0.4985845685005188,0.39969584345817566,-0.02647709846496582,0.5116613507270813,0.4593780040740967,-0.017895525321364403,0.5276094079017639,0.474511981010437,-0.002979804063215852,0.5542764067649841,0.4209803342819214,-0.009637617506086826,0.5278800129890442,0.4115612208843231,-0.02464490383863449,0.5344067215919495,0.45432960987091064,-0.01677856035530567,0.5480111837387085,0.46567678451538086,-0.005436630919575691
A,0.5677854418754578,0.5391626954078674,-4.549848426904646e-07,0.5198906660079956,0.5353142023086548,-0.012317377142608166,0.474798321723938,0.49560707807540894,-0.018082816153764725,0.4523215591907501,0.44619688391685486,-0.025606025010347366,0.4509614408016205,0.39744019508361816,-0.02934642694890499,0.4824126064777374,0.425067663192749,0.008703391999006271,0.45996010303497314,0.39644381403923035,-0.01607138104736805,0.4743211269378662,0.44399377703666687,-0.027677521109580994,0.48908358812332153,0.46491047739982605,-0.030935384333133698,0.5059910416603088,0.4139225482940674,0.005078175105154514,0.4800703823566437,0.3876389265060425,-0.02090989053249359,0.495920330286026,0.4470883309841156,-0.0237166378647089,0.5134713053703308,0.4597788155078888,-0.017236553132534027,0.5327858924865723,0.40992647409439087,-0.003908513579517603,0.5083421468734741,0.38710975646972656,-0.03125821426510811,0.521484911441803,0.44777846336364746,-0.021365074440836906,0.5373061299324036,0.46184074878692627,-0.005694344639778137,0.5629026889801025,0.4101622998714447,-0.014186802320182323,0.5382204055786133,0.4010237455368042,-0.029193302616477013,0.5435208082199097,0.44522446393966675,-0.020693087950348854,0.5558207631111145,0.4566147029399872,-0.009007520973682404
A,0.5786986351013184,0.5291628837585449,-4.7498247113253456e-07,0.5302067399024963,0.5230814218521118,-0.010061396285891533,0.4864232838153839,0.4832935333251953,-0.014448687434196472,0.4641939699649811,0.4327801465988159,-0.020939912647008896,0.4630323052406311,0.38539230823516846,-0.024020779877901077,0.49474188685417175,0.4205348789691925,0.009265611879527569,0.47442471981048584,0.38848447799682617,-0.013903729617595673,0.48791512846946716,0.4336874186992645,-0.025106070563197136,0.5024917721748352,0.45544058084487915,-0.028615040704607964,0.517918586730957,0.409159779548645,0.005192391574382782,0.49470987915992737,0.3808252513408661,-0.017897360026836395,0.5091053247451782,0.4360063374042511,-0.0201558880507946,0.5254693031311035,0.4492877721786499,-0.014679131098091602,0.5444847345352173,0.40371599793434143,-0.0038620904088020325,0.521918773651123,0.3782830238342285,-0.028463685885071754,0.5335618257522583,0.43538621068000793,-0.018613189458847046,0.548437237739563,0.4503021836280823,-0.004320228472352028,0.5749900937080383,0.4030200242996216,-0.014122274704277515,0.5514341592788696,0.39020490646362305,-0.028027575463056564,0.5562182664871216,0.43261489272117615,-0.01978262886404991,0.5684329271316528,0.4456300735473633,-0.009047487750649452
A,0.5885099172592163,0.5310108065605164,-4.561606488096004e-07,0.5389354825019836,0.5238661170005798,-0.012228701263666153,0.4960029125213623,0.4852102994918823,-0.017900485545396805,0.4744910001754761,0.43397045135498047,-0.02518642507493496,0.4734768271446228,0.3854098618030548,-0.028849678114056587,0.5087112784385681,0.41895461082458496,0.008088440634310246,0.4894666075706482,0.3867555856704712,-0.01554771326482296,0.5012962222099304,0.43104317784309387,-0.026989471167325974,0.5143945813179016,0.45018690824508667,-0.030739473178982735,0.5319536328315735,0.4090254604816437,0.004906373098492622,0.509819507598877,0.3788076639175415,-0.019078806042671204,0.5233888626098633,0.4342106580734253,-0.021855443716049194,0.5387992262840271,0.4459524154663086,-0.016765790060162544,0.5578911304473877,0.4052412509918213,-0.0034045111387968063,0.5366067290306091,0.3771049678325653,-0.02853436768054962,0.5479164123535156,0.43498659133911133,-0.018132900819182396,0.5622537136077881,0.4497506618499756,-0.0033219235483556986,0.5881415605545044,0.4058019816875458,-0.013109288178384304,0.5654476284980774,0.38940876722335815,-0.026613736525177956,0.5696801543235779,0.4325682818889618,-0.017532413825392723,0.580565333366394,0.4457969665527344,-0.0062463232316076756
A,0.5945914387702942,0.5343822240829468,-4.380985956231598e-07,0.5448126792907715,0.5289411544799805,-0.013281390070915222,0.5012387633323669,0.4891936182975769,-0.0192783884704113,0.479722261428833,0.4366700053215027,-0.02674131654202938,0.47678935527801514,0.3878284692764282,-0.03073294088244438,0.5130220651626587,0.4225481152534485,0.009086951613426208,0.49258628487586975,0.3927893340587616,-0.015346824191510677,0.5052657127380371,0.437297523021698,-0.027569809928536415,0.5188972353935242,0.45791611075401306,-0.03144889697432518,0.5362282991409302,0.4114914834499359,0.00627463823184371,0.5128353834152222,0.38320815563201904,-0.01855611242353916,0.5270029902458191,0.4388660788536072,-0.0221676267683506,0.5422742962837219,0.45296958088874817,-0.01700114645063877,0.5622207522392273,0.4072537422180176,-0.0018970842938870192,0.5400575399398804,0.38221538066864014,-0.027992138639092445,0.552278459072113,0.4398244321346283,-0.018674204126000404,0.5661791563034058,0.45521143078804016,-0.004091185983270407,0.5922843217849731,0.40850192308425903,-0.011483942158520222,0.5687522292137146,0.39529943466186523,-0.026208771392703056,0.5746236443519592,0.4384430944919586,-0.017876729369163513,0.5860488414764404,0.4519503712654114,-0.0066070291213691235
